ID,value
1,0.0
2,1.791759469228055
3,5.075173815233827
4,4.007333185232471
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.6931471805599453
11,1.3862943611198906
12,0.6931471805599453
13,1.791759469228055
14,2.1972245773362196
15,1.6094379124341003
16,2.995732273553991
17,2.70805020110221
18,2.3978952727983707
19,2.5649493574615367
20,4.30406509320417
21,3.044522437723423
22,3.4965075614664802
23,3.8501476017100584
24,3.58351893845611
25,4.394449154672439
26,3.871201010907891
27,3.828641396489095
28,3.5263605246161616
29,0.0
30,0.0
31,0.0
32,0.0
33,2.70805020110221
34,0.6931471805599453
35,0.6931471805599453
36,1.3862943611198906
37,0.0
38,0.0
39,0.0
40,0.0
41,2.302585092994046
42,2.0794415416798357
43,1.791759469228055
44,0.6931471805599453
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,1.9459101490553132
95,2.3978952727983707
96,2.6390573296152584
97,2.6390573296152584
98,3.1354942159291497
99,4.23410650459726
100,0.0
101,2.772588722239781
102,3.6375861597263857
103,3.4339872044851463
104,3.295836866004329
105,3.713572066704308
106,3.4657359027997265
107,2.3978952727983707
108,2.3978952727983707
109,3.828641396489095
110,3.091042453358316
111,4.2626798770413155
112,1.9459101490553132
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,1.0986122886681098
127,2.302585092994046
128,1.6094379124341003
129,2.0794415416798357
130,1.6094379124341003
131,2.1972245773362196
132,2.1972245773362196
133,2.302585092994046
134,1.9459101490553132
135,2.4849066497880004
136,1.3862943611198906
137,1.0986122886681098
138,0.0
139,0.0
140,0.0
141,1.3862943611198906
142,2.0794415416798357
143,1.3862943611198906
144,3.044522437723423
145,1.791759469228055
146,1.791759469228055
147,1.6094379124341003
148,1.6094379124341003
149,1.6094379124341003
150,1.9459101490553132
151,2.833213344056216
152,4.290459441148391
153,2.70805020110221
154,2.3978952727983707
155,3.1780538303479458
156,2.4849066497880004
157,3.7376696182833684
158,3.1780538303479458
159,4.02535169073515
160,2.6390573296152584
161,3.091042453358316
162,2.8903717578961645
163,2.772588722239781
164,4.1588830833596715
165,4.406719247264253
166,1.791759469228055
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,1.6094379124341003
177,1.3862943611198906
178,2.0794415416798357
179,2.0794415416798357
180,0.0
181,1.3862943611198906
182,2.1972245773362196
183,1.791759469228055
184,2.0794415416798357
185,1.3862943611198906
186,0.6931471805599453
187,1.3862943611198906
188,1.791759469228055
189,2.0794415416798357
190,2.0794415416798357
191,2.0794415416798357
192,2.4849066497880004
193,2.0794415416798357
194,1.3862943611198906
195,1.0986122886681098
196,0.0
197,1.0986122886681098
198,1.791759469228055
199,1.791759469228055
200,1.3862943611198906
201,1.0986122886681098
202,1.0986122886681098
203,1.3862943611198906
204,0.0
205,0.0
206,2.3978952727983707
207,2.4849066497880004
208,2.1972245773362196
209,2.772588722239781
210,1.9459101490553132
211,2.302585092994046
212,2.833213344056216
213,0.0
214,0.0
215,0.0
216,2.8903717578961645
217,3.044522437723423
218,3.4339872044851463
219,3.367295829986474
220,3.5263605246161616
221,3.1354942159291497
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,1.0986122886681098
231,1.791759469228055
232,2.6390573296152584
233,2.833213344056216
234,0.0
235,1.3862943611198906
236,2.1972245773362196
237,2.1972245773362196
238,2.4849066497880004
239,2.5649493574615367
240,2.995732273553991
241,2.4849066497880004
242,1.3862943611198906
243,2.9444389791664403
244,1.0986122886681098
245,1.3862943611198906
246,1.3862943611198906
247,2.5649493574615367
248,2.5649493574615367
249,2.9444389791664403
250,2.302585092994046
251,1.791759469228055
252,2.772588722239781
253,1.791759469228055
254,0.0
255,0.0
256,1.0986122886681098
257,0.6931471805599453
258,1.0986122886681098
259,1.3862943611198906
260,0.6931471805599453
261,2.3978952727983707
262,3.4011973816621555
263,2.70805020110221
264,1.791759469228055
265,1.9459101490553132
266,2.8903717578961645
267,3.4965075614664802
268,1.9459101490553132
269,1.3862943611198906
270,2.3978952727983707
271,2.0794415416798357
272,4.110873864173311
273,2.833213344056216
274,4.07753744390572
275,4.04305126783455
276,2.5649493574615367
277,0.0
278,0.0
279,0.0
280,0.0
281,0.6931471805599453
282,0.0
283,1.3862943611198906
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,2.5649493574615367
292,2.302585092994046
293,2.302585092994046
294,2.302585092994046
295,1.3862943611198906
296,0.0
297,0.0
298,0.6931471805599453
299,1.3862943611198906
300,0.6931471805599453
301,0.6931471805599453
302,1.3862943611198906
303,0.0
304,0.0
305,2.772588722239781
306,1.3862943611198906
307,1.9459101490553132
308,2.1972245773362196
309,1.3862943611198906
310,2.772588722239781
311,1.6094379124341003
312,2.0794415416798357
313,1.0986122886681098
314,1.9459101490553132
315,2.5649493574615367
316,2.4849066497880004
317,2.302585092994046
318,2.70805020110221
319,2.0794415416798357
320,2.833213344056216
321,2.833213344056216
322,2.9444389791664403
323,3.044522437723423
324,3.4657359027997265
325,2.995732273553991
326,2.3978952727983707
