ID,value
1,4.23410650459726
2,4.1588830833596715
3,4.5591262474866845
4,2.9789251552376097
5,2.70805020110221
6,1.6486586255873816
7,1.2992829841302609
8,1.1786549963416462
9,1.6739764335716716
10,2.0014800002101243
11,2.2617630984737906
12,2.614959778036198
13,2.580216829592325
14,3.4011973816621555
15,3.4781584227982836
16,3.7534179752515073
17,3.3877743613300146
18,3.459466289786131
19,3.9951379121386528
20,3.742420221041966
21,3.858622228701031
22,4.007333185232471
23,2.6855773452501515
24,2.2380465718564744
25,1.7730673362159026
26,1.6094379124341003
27,2.4423470353692043
28,2.2335922215070942
29,1.8632184332102
30,1.4271163556401456
31,1.6422277352570913
32,1.8523840910444898
33,1.9299098077088723
34,1.791759469228055
35,0.9162907318741551
36,0.8472978603872036
37,0.9162907318741551
38,1.0986122886681098
39,1.2039728043259361
40,1.041453874828161
41,0.6931471805599453
42,0.4054651081081644
43,1.4663370687934272
44,1.2685113254635072
45,1.2992829841302609
46,0.8938178760220965
47,1.0608719606852626
48,1.2685113254635072
49,1.1700712526502546
50,1.1526795099383853
51,1.5040773967762742
52,1.2992829841302609
53,1.3862943611198906
54,0.6061358035703156
55,0.9808292530117263
56,1.4271163556401456
57,1.4663370687934272
58,1.4469189829363254
59,1.575536360758419
60,1.9095425048844386
61,2.41789593950504
62,2.691243082785829
63,3.2386784521643803
64,3.3040336332085074
65,3.1135153092103742
66,3.3937624031746374
67,3.4339872044851463
68,3.6276687230690396
69,3.780937598531884
70,3.9749978045895347
71,1.7346010553881064
72,2.2801122371419873
73,2.779509165084355
74,3.0497994948242666
75,3.1780538303479458
76,3.18267277620424
77,3.0177111802727663
78,2.8716796248840124
79,3.044522437723423
80,3.462257638423402
81,3.7942399697717626
82,3.9318256327243257
83,2.3826278006675823
84,2.4849066497880004
85,2.9041650800285006
86,3.0204248861443626
87,3.1986731175506815
88,3.2435684374585723
89,3.2188758248682006
90,2.9789251552376097
91,2.9109910450989003
92,3.0325462466767075
93,3.7043836406499016
94,4.0163830207523885
95,0.9162907318741551
96,0.6931471805599453
97,0.0
98,0.0
99,0.5108256237659906
100,0.7731898882334818
101,1.2039728043259361
102,1.3437347467010947
103,1.2039728043259361
104,1.1451323043030026
105,1.5841201044498106
106,1.9095425048844386
107,2.0149030205422647
108,1.7047480922384253
109,1.6376087894007967
110,1.7047480922384253
111,1.9218125974762528
112,2.0149030205422647
113,2.1400661634962708
114,2.0794415416798357
115,2.0149030205422647
116,1.791759469228055
117,1.4663370687934272
118,1.0986122886681098
119,0.8472978603872036
120,1.3437347467010947
121,1.9694406464655074
122,2.0583881324820035
123,1.992430164690206
124,1.575536360758419
125,1.575536360758419
126,1.4663370687934272
127,1.3437347467010947
128,1.5040773967762742
129,2.719100037288795
130,3.060270794691562
131,2.9444389791664403
132,2.6026896854443837
133,2.780370862681836
134,2.9378382951350885
135,3.0325462466767075
136,3.091042453358316
137,3.2771447329921766
138,2.8622008809294686
139,2.9267394020670396
140,2.6741486494265287
141,3.1570004211501135
142,3.421816668864891
143,3.8421368779639797
144,3.7711175523509084
145,3.590439381300684
146,0.6931471805599453
147,0.5108256237659906
148,0.0
149,0.20067069546215116
150,0.7985076962177716
151,1.3862943611198906
152,1.8458266904983307
153,1.8101086078962514
154,1.5404450409471488
155,1.3862943611198906
156,1.7147984280919266
157,2.065455299705096
158,2.1465808445174646
159,2.2216160304603783
160,2.1594842493533726
161,2.065455299705096
162,2.120263536200091
163,2.093234863812172
164,2.120263536200091
165,1.9136492868370918
166,1.992430164690206
167,2.05127066471314
168,2.03688192726104
169,1.8803128665695001
170,1.8632184332102
171,1.8101086078962514
172,2.05127066471314
173,1.8458266904983307
174,1.754019141245208
175,1.329135947279942
176,1.3581234841531944
177,1.329135947279942
178,1.2685113254635072
