1,17
2,9
3,4
5,1
7,1
8,1
10,5
12,2
13,4
14,9
15,2
16,5
17,6
18,1
19,1
20,3
21,3
27,2
28,3
45,2
55,1
56,2
57,1
60,1
61,1
62,1
63,2
64,1
65,6
66,5
67,4
68,10
71,4
74,3
75,2
76,1
77,1
78,2
79,5
80,4
81,10
83,4
84,4
85,4
86,11
87,8
88,12
89,6
90,2
91,7
92,5
93,7
94,4
106,1
107,1
108,2
111,1
113,1
120,1
121,2
122,2
124,1
126,1
127,3
128,3
129,1
130,2
131,3
132,5
133,2
134,3
135,3
136,3
137,4
140,1
141,5
142,18
143,14
150,1
153,1
157,2
158,2
159,3
160,2
163,2
165,1
166,1
167,1
169,1
170,1
171,1
173,1
175,1
177,1
180,1
183,3
185,5
186,3
191,3
192,9
193,3
194,3
201,1
202,4
203,5
206,4
207,2
209,1
210,1
211,1
212,2
214,3
215,1
216,1
217,1
219,1
222,1
226,1
227,1
228,1
230,1
231,3
232,5
233,2
235,5
236,1
237,9
240,1
241,3
242,8
243,3
244,18
245,6
254,3
255,3
258,1
261,1
264,2
266,1
267,1
268,2
272,1
273,2
274,1
275,1
276,1
277,1
278,1
279,1
280,3
281,3
282,2
283,1
284,2
285,5
286,1
287,3
288,2
290,4
291,1
292,2
293,2
294,2
295,2
296,2
298,1
300,1
301,5
302,1
303,2
304,2
307,9
308,5
309,5
313,2
314,1
315,5
316,1
317,1
318,3
321,4
323,3
325,9
326,1
327,3
328,9
329,6
330,18
331,3
332,8
341,2
359,1
360,3
361,8
362,1
363,4
364,1
365,6
366,1
367,4
369,1
370,2
371,2
372,12
373,5
374,1
375,2
376,1
377,2
378,3
379,6
381,2
382,3
383,4
384,2
386,4
387,2
388,5
389,2
390,6
391,2
392,4
393,8
394,7
395,8
396,13
397,1
398,10
399,4
400,1
401,1
421,2
422,4
423,4
424,2
426,2
427,1
428,4
429,2
430,1
434,2
435,1
436,2
437,2
439,2
440,6
442,1
443,8
444,8
445,6
446,4
447,8
448,7
449,2
451,11
452,10
453,7
455,1
467,1
468,3
469,1
472,1
473,9
474,1
475,3
477,3
478,2
480,3
481,2
482,17
483,4
484,1
485,3
486,5
487,2
488,4
489,5
490,7
491,5
492,5
495,3
496,3
497,1
498,7
499,6
500,8
501,9
502,2
503,13
504,13
505,16
506,1
514,2
515,2
516,1
517,2
518,2
519,3
520,2
521,3
522,1
523,1
524,1
525,1
526,2
527,5
528,4
529,2
530,1
532,2
533,3
534,5
536,3
537,1
538,3
539,1
541,3
542,11
543,5
544,9
545,1
547,9
548,3
549,1
550,3
