1,33
2,17
5,1
6,3
8,1
9,9
10,9
11,4
12,2
13,11
14,5
15,7
16,18
17,4
18,15
19,11
20,12
21,5
23,1
25,1
26,3
27,1
28,1
30,4
32,1
33,1
50,2
58,1
59,7
60,3
61,6
62,3
63,1
64,3
65,8
66,8
67,25
68,3
71,2
72,4
73,2
75,3
76,2
77,3
78,5
79,7
80,23
82,2
83,11
84,10
85,4
86,10
87,7
88,2
89,2
90,17
91,7
92,14
93,3
103,3
105,2
108,2
109,1
111,1
112,2
113,5
120,4
121,3
122,2
123,2
124,2
125,3
127,5
128,18
129,2
130,3
131,3
132,6
133,2
134,8
135,8
136,11
137,5
138,5
139,7
140,3
141,17
142,11
149,1
151,1
152,1
155,1
156,3
162,1
164,1
165,6
166,1
167,1
171,1
172,1
173,1
176,2
179,2
180,4
181,1
183,1
184,2
185,7
189,3
190,8
191,8
192,6
193,16
200,2
201,1
202,6
204,1
205,6
206,1
208,1
209,3
212,4
213,2
216,1
217,3
218,4
219,1
220,9
222,1
226,1
227,3
230,4
231,5
232,4
234,2
235,1
236,7
238,1
239,1
240,2
241,10
242,1
243,9
244,13
253,5
254,3
255,1
256,3
257,2
262,1
264,1
266,1
267,2
269,1
271,2
272,3
273,1
274,3
275,1
276,2
277,1
279,3
280,6
281,4
282,2
283,3
284,5
285,1
286,3
287,4
288,2
289,1
290,4
291,1
292,4
293,5
294,1
295,2
296,2
297,1
299,2
300,29
301,4
303,1
304,7
305,6
306,10
307,6
308,11
309,1
310,1
311,1
312,2
313,4
314,11
315,6
316,14
317,7
318,5
319,2
320,5
321,4
322,17
324,13
325,1
326,7
327,16
328,10
329,45
330,3
331,8
333,1
341,3
357,2
358,3
359,4
360,1
361,3
362,22
363,4
364,4
365,5
366,1
367,2
369,3
370,10
371,10
372,5
373,9
374,7
375,3
376,6
377,7
378,23
379,7
380,6
381,7
382,3
383,6
384,4
385,5
386,7
387,4
388,6
389,7
390,5
391,6
392,11
393,9
394,16
395,41
396,4
397,8
398,4
399,5
400,2
417,1
420,1
421,4
422,5
423,2
424,3
425,2
426,2
427,3
428,5
429,3
430,1
431,2
432,3
433,5
434,6
435,4
436,9
437,5
438,6
439,2
440,2
442,6
443,1
444,6
445,2
446,3
448,3
450,10
451,7
452,3
454,2
461,1
465,2
467,1
468,2
469,1
471,2
472,5
473,2
474,3
476,2
477,4
478,1
480,5
481,27
482,7
483,3
484,10
485,18
486,8
487,6
488,2
489,14
490,12
491,4
492,5
494,6
495,2
496,9
497,8
498,5
499,6
500,7
501,8
502,19
503,17
504,18
505,1
513,1
517,3
518,4
519,4
520,4
521,2
522,1
523,1
524,2
525,1
526,2
527,1
528,6
529,2
530,3
531,1
532,2
533,5
534,4
535,2
536,4
537,8
538,2
539,5
540,11
541,12
542,15
543,5
544,2
545,3
546,4
547,6
548,4
549,2
550,4
551,5
552,18
553,8
554,23
555,30
556,21
557,4
558,1
565,3
566,2
567,1
569,1
570,2
571,4
573,4
575,2
576,2
578,6
579,4
580,12
581,2
582,1
583,5
585,8
586,4
587,1
588,6
589,5
590,9
591,7
592,7
593,15
594,4
595,2
596,2
597,4
598,12
599,5
